Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership
KCC 328D,Truck,FH,Radiator,Cooling System,AutoGen_4,6198.83,23-06-24,Overheating,Breakdown,56.98,1262.99,5534.71,20983.3
KBB 125E,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_3,5936.22,27-09-24,Overheating,Corrective,42.27,1914.68,19001.58,44482.99
KBD 228A,Truck,FAW,Tyre,Wheels,JKT,13809.4,11-08-24,Tyre burst,Preventive,150.18,1502.92,6947.75,32554.65
KCC 630G,Truck,ASHOK LEYLAND,Alternator,Electrical,AutoGen_6,3160.37,07-01-25,No power output,Corrective,139.1,1518.54,15195.18,30447.83
KDC 793A,Truck,FH,Spark Plug,Ignition,AutoGen_6,3800.23,28-09-24,Hydraulic issue,Preventive,148.9,1976.42,14519.85,29744.86
KDC 918C,Truck,FAW,Alternator,Electrical,AutoGen_2,14065.65,11-12-24,No power output,Preventive,57.18,459.18,23610.88,57234.41
KAC 327B,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_3,14656.51,14-03-25,Overheating,Corrective,182.77,1900.13,22823.59,52743.96
KCA 673A,Truck,FH,Brake Pads,Braking System,AutoGen_5,3868.12,26-08-24,Hydraulic issue,Preventive,39.8,875.64,15741.65,39313.91
KAB 132H,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_3,13277.98,15-09-24,Battery issue,Emergency,122.69,1469.06,9681.77,28009.52
KCC 539H,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_8,6489.55,10-10-24,Low power,Emergency,86.29,364.73,13860.95,26958.59
KDA 495C,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_1,3352.64,16-09-24,Hydraulic issue,Emergency,79.27,193.13,20626.77,33567.09
KCC 348D,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_6,13813.88,26-03-25,Hydraulic issue,Preventive,56.57,1459.28,20534.51,39710.9
KBD 909B,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_9,4697.65,13-09-24,Hydraulic issue,Breakdown,125.77,1902.94,23367.8,41649.02
KBA 366H,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_4,12230.42,05-11-24,Overheating,Preventive,174.07,1709.53,5928.76,26021.01
KBA 956H,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_4,2351.6,24-02-25,Won't start,Emergency,111.78,749.55,21819.92,29457.52
KDA 449C,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_5,1797.98,01-01-25,Engine noise,Preventive,83.19,868.33,14365.55,24833.37
KAB 169E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_4,11463.93,03-12-24,Overheating,Emergency,177.81,1406.49,28964.69,60062.9
KAD 953D,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_6,3004.26,09-11-24,No power output,Preventive,33.5,1916.51,19819.17,31390.6
KCB 203F,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_3,7577.26,07-11-24,Hydraulic issue,Breakdown,25.39,231.51,8501.05,31155.18
KCB 785C,Light vehicle,Probox,Battery,Electrical,AutoGen_10,11990.72,27-05-25,Won't start,Corrective,73.53,519.28,27068.88,49317.24
KBB 800G,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_3,5550.74,05-08-24,Reduced air intake,Breakdown,112.11,980.73,9758.37,33244.73
KCB 838E,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_2,2404.67,17-04-25,Clogged filter,Preventive,66.67,1182.44,16622.99,24992.13
KDC 667E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,9851.89,22-02-25,New tyre,Corrective,60.09,718.85,18108.05,44322.97
KBC 924G,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_1,6887.72,29-03-25,Clogged filter,Breakdown,119.71,906.91,15312.09,38104.9
KBB 464B,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_9,6242.52,03-11-24,Reduced air intake,Emergency,137.21,1406.51,21198.13,45490.77
KDC 500A,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,1632.4,30-09-24,Clogged filter,Breakdown,157.76,825.76,13105.36,32047.05
KDB 994A,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,11595.96,19-03-25,Coolant leakage,Breakdown,116.56,633.51,8702.46,29930.59
KCB 632E,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_6,4185.12,11-07-24,Overheating,Breakdown,157.09,853.58,16478.76,27224.73
KBD 822F,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,1880.63,31-01-25,Overheating,Breakdown,79.02,1598.09,9289.09,29467.59
KDA 827H,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_7,4935.9,27-07-24,Electrical failure,Emergency,51.59,1052.3,8792.13,24531.6
KCB 501D,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_1,4487.15,01-12-24,Engine noise,Preventive,38.78,923.73,18240.71,29087.15
KBB 677H,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_5,4944.53,14-03-25,Overheating,Preventive,154,1408.05,27843.01,51926.55
KDA 907A,Light vehicle,Probox,Brake Pads,Braking System,JKT,2136.06,27-10-24,Engine noise,Preventive,182.54,1549.65,22730.84,36895.43
KBD 854E,Light vehicle,Probox,Alternator,Electrical,AutoGen_1,9306.66,08-03-25,No power output,Breakdown,53.64,1762,15584.22,40745.6
KCB 425A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,7522.63,21-05-25,Oil leakage,Breakdown,84.27,1851.37,17826.03,42124.3
KDC 881A,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,JKT,3442.95,24-05-25,Low pressure,Emergency,108.23,890.61,7461.14,30778.9
KBD 739C,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_8,4020.4,02-09-24,Electrical failure,Preventive,88.51,1678.62,26173.64,48055.66
KAD 683H,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_9,14579.34,04-03-25,Overheating,Corrective,104.63,1510.09,23250.05,45357.21
KCA 478D,Light vehicle,Probox,Oil Filter,Engine,JKT,11631.82,21-03-25,Reduced engine performance,Preventive,75.06,178.15,15913.77,45574.39
KCA 795E,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_9,14932.35,21-04-25,Hydraulic issue,Corrective,181.95,1297.31,17361.12,42857.68
KDC 428A,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,1901.42,30-06-24,Clogged filter,Breakdown,19.13,498.76,12108.86,19296.25
KCD 828G,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,6924.76,12-11-24,Overheating,Corrective,132.25,314.33,13786.23,31324.54
KAA 877A,Light vehicle,Landcruiser,Brake Pads,Braking System,JKT,7885.13,30-12-24,Engine noise,Breakdown,155.22,724.52,6681,19620.97
KCA 817B,Light vehicle,Probox,Radiator,Cooling System,AutoGen_5,7032.93,09-02-25,Overheating,Preventive,166.83,1088.83,15502.97,37147.68
KDC 291E,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,10328.9,15-07-24,Clogged filter,Breakdown,25.74,1275.18,12289.59,39586.85
KDA 724E,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_7,10870.66,24-05-25,Low voltage,Corrective,41.23,911.79,6365.04,35823.86
KDC 617D,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,10523.05,19-03-25,Reduced air intake,Corrective,16.13,1014.27,7998.53,26500.55
KDD 406C,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_6,2667.41,24-10-24,Overheating,Corrective,90.31,992.05,9282.64,17984.75
KBB 571C,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_6,9680.69,14-03-25,Engine noise,Preventive,112.28,1070.6,9965.35,36817.99
KAC 736D,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_7,6333.88,31-08-24,Overheating,Breakdown,15.29,625.62,25282.97,46857.75
KAC 900C,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_9,8515.67,08-10-24,Overheating,Breakdown,120.15,859.23,20227.42,42767.13
KCA 816E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,1808.74,23-02-25,Puncture,Breakdown,158.04,1746.58,21102.56,30825.97
KCB 361G,Light vehicle,Probox,Radiator,Cooling System,JKT,9992.59,03-12-24,Coolant leakage,Emergency,69.7,403.6,6029.28,26383.83
KCB 616A,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,10076.35,24-07-24,Reduced air intake,Preventive,95.03,1902.43,6931.5,23562.42
KBC 912E,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_2,14608.9,29-04-25,Clogged filter,Breakdown,132.5,968.95,9132.12,35971.9
KAA 120A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,13402.57,05-01-25,Reduced engine performance,Preventive,19.25,1084.58,12603.12,42247.25
KBB 588D,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_7,1992.73,05-07-24,Overheating,Preventive,162.73,1166.97,6126.99,16720.73
KAC 155B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_3,13791.99,10-10-24,Hydraulic issue,Breakdown,135.57,938.84,11887.7,34730.47
KCB 316C,Light vehicle,Probox,Tyre,Wheels,JKT,12372.99,28-10-24,Puncture,Breakdown,100.89,1723.66,7967.92,33901.2
KDC 748D,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,12286.32,17-11-24,No power output,Corrective,85.27,1493.97,25947.8,54484.2
KDD 289A,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_3,11420.95,19-08-24,Reduced engine performance,Corrective,34.08,1854.91,27428.54,49446.03
KDB 431B,Light vehicle,Probox,Tyre,Wheels,JKT,5263.76,18-03-25,New tyre,Preventive,10.39,636.73,16682.35,31127.87
KDD 802E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,12625.24,04-11-24,Tyre burst,Preventive,84.61,1343.33,14638.92,44598.55
KBD 888D,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_7,9040.56,20-11-24,Fluid leakage,Breakdown,197.93,1069.95,8605.25,31116.55
KCB 807B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_5,12120.2,07-11-24,No power output,Corrective,80.45,1557.61,9166.91,34093.41
KBB 961C,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_1,3945.38,02-08-24,Coolant leakage,Emergency,114.94,1078.9,8132.46,30588.41
KDB 275H,Light vehicle,Probox,Radiator,Cooling System,AutoGen_5,10542.43,17-03-25,Overheating,Preventive,192.32,668.96,29313.32,59019.37
KDD 575C,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_7,8993.57,05-02-25,No power output,Breakdown,92.63,982.39,20588.94,43952.19
KBA 546H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_10,11200.65,19-06-24,Hydraulic issue,Breakdown,137.6,462.35,11290.58,28430.11
KCB 680F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,2311.41,01-04-25,Clogged filter,Breakdown,49.07,606.4,8744.01,23301.58
KDB 726E,Light vehicle,Probox,Alternator,Electrical,AutoGen_10,6427.45,18-04-25,No power output,Corrective,82.42,432.52,6078.01,20479.56
KCB 110H,Light vehicle,Probox,Spark Plug,Ignition,JKT,5523.44,10-09-24,Overheating,Emergency,168.09,1455.56,9776.83,33143.56
KDC 461B,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,9958.46,13-07-24,Clogged filter,Breakdown,35.81,1990.71,26933.43,53830.17
KBC 548B,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,4062.08,01-02-25,Fluid leakage,Preventive,147.8,383.4,6121.21,29848.82
KCC 170G,Light vehicle,Probox,Battery,Electrical,AutoGen_6,3867.71,13-03-25,Low voltage,Breakdown,57.24,843.78,23289.85,35696.09
KDD 647B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_5,5896.28,13-08-24,No power output,Corrective,196.55,922.89,8337.13,25913.34
KDC 813B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,3230.65,24-12-24,Overheating,Preventive,148.89,1021.2,18934.43,28044.29
KDD 633F,Light vehicle,Probox,Radiator,Cooling System,AutoGen_1,13609.34,01-06-25,Coolant leakage,Corrective,118.49,1789.02,14837.64,41728.27
KBA 318A,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_5,4903.02,12-05-25,Battery issue,Breakdown,162.75,1470.84,28088.61,40927.8
KDA 728B,Light vehicle,Probox,Tyre,Wheels,JKT,13324.13,18-10-24,New tyre,Emergency,73.79,1409.33,7196.16,36401.01
KAA 623C,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_2,13737.25,01-01-25,Reduced air intake,Corrective,10.78,837.17,8599.04,28157.47
KCB 609F,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_3,4411.45,13-08-24,Battery issue,Corrective,35.27,1398.63,9048.71,32359.26
KDB 472F,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_4,12773.72,02-03-25,Fluid leakage,Corrective,107.32,1562.84,7670.77,31281.44
KDC 802D,Light vehicle,Probox,Oil Filter,Engine,AutoGen_5,4933.15,30-12-24,Oil leakage,Breakdown,41.08,320.08,14858.47,32039.72
KAC 364G,Light vehicle,Probox,Tyre,Wheels,JKT,14028.33,19-11-24,Puncture,Breakdown,55.88,611.8,8358.97,34408.12
KAB 198H,Light vehicle,Probox,Tyre,Wheels,JKT,3266.93,01-10-24,Tyre burst,Emergency,154.84,1466.61,5107.5,18859.51
KAD 431E,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_3,9954.84,04-04-25,Battery issue,Preventive,110.51,1820.92,5182.69,30977.55
KAC 706H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,10368.77,02-05-25,Reduced engine performance,Breakdown,42.48,867.68,16082.15,31896.72
KBC 986B,Light vehicle,Probox,Tyre,Wheels,JKT,9657.54,09-01-25,New tyre,Emergency,77.74,914.45,6927.17,34532.01
KDA 161H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,5981.68,06-12-24,Reduced engine performance,Corrective,25.61,1885.1,27448.52,46052.73
KCA 428D,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11589.07,20-01-25,Low power,Emergency,134.08,694.11,18766.18,43416.47
KCD 431B,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_3,7826.41,30-08-24,Low power,Emergency,19.83,489.32,23722.65,47010.34
KCD 537B,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_5,7967.2,13-11-24,Hydraulic issue,Preventive,77.1,1340.43,21391.23,45146.54
KAB 445B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,5297.69,06-09-24,Low power,Emergency,74.65,453.45,11627.97,34028.04
KDD 823C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_9,2663.61,23-06-24,Clogged filter,Preventive,165.76,1330.6,14797.45,23194.49
KBD 717B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_7,2907.3,28-08-24,Overheating,Breakdown,163.73,1507.43,16911.65,27011.68
KDC 870A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_5,12169.05,22-11-24,Reduced engine performance,Preventive,145.6,1751.51,25760.22,50143.22
KCA 806D,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_7,13976.35,26-01-25,Low pressure,Breakdown,132.24,104.64,23779.38,43368.54
KAA 966F,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_2,10219.09,07-04-25,Engine noise,Breakdown,131.49,1408.9,6969.28,36488.81
KCD 973F,Light vehicle,Landcruiser,Battery,Electrical,JKT,4895.03,13-11-24,Battery issue,Preventive,144.73,240.27,27056.22,51897.31
KBD 351G,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,6544.61,21-02-25,Clogged filter,Breakdown,26.83,1129.7,15821.99,35490.67
KDC 323G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_5,6024.93,07-04-25,Hydraulic issue,Corrective,150.83,1867.54,28151.65,52828.1
KBC 137B,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11529.57,23-02-25,Hydraulic issue,Preventive,58.28,1156.57,22477.83,51012.21
KDC 910H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,10532.71,18-12-24,Engine noise,Preventive,191.78,1881.23,29307.2,50667.42
KCD 284C,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_5,4992.09,22-04-25,Low power,Corrective,168.2,1251.82,13218.05,35606.11
KDC 554B,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_7,4977.42,11-12-24,Low voltage,Corrective,128.44,1901.4,7489.32,24799.79
KCD 573E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_4,13681.16,28-01-25,Overheating,Breakdown,14.67,1522.79,8056.41,40052.57
KAD 253F,Light vehicle,Probox,Tyre,Wheels,JKT,7499.52,07-12-24,New tyre,Breakdown,58.34,1969.27,20256.46,34820.32
KDD 950D,Light vehicle,Probox,Radiator,Cooling System,AutoGen_2,9633,30-09-24,Overheating,Corrective,171.65,1847.74,9551.91,25858.96
KCC 695F,Light vehicle,Probox,Tyre,Wheels,JKT,3786.29,10-02-25,Puncture,Breakdown,114.4,1782.94,13439.88,23389.54
KDA 403G,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_9,6927.51,17-06-25,Clogged filter,Preventive,59.92,527.36,24240.47,37639.66
KAD 252B,Light vehicle,Probox,Battery,Electrical,AutoGen_8,13265.16,29-01-25,Battery issue,Breakdown,37.81,679.36,19193.48,50570.75
KDC 827E,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_2,9669.24,08-11-24,No power output,Breakdown,147.75,953.84,16464.26,40302.22
KBC 389G,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_10,8318.01,08-01-25,Low power,Preventive,155.43,1852.88,24391.94,41630.56
KBB 583F,Light vehicle,Landcruiser,Tyre,Wheels,JKT,6247.86,22-08-24,Tyre burst,Corrective,28.13,798.7,28812.92,48420.65
KCD 891D,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_9,8494.16,23-03-25,Hydraulic issue,Emergency,39.04,1014.37,24638.89,41349.32
KBB 901F,Light vehicle,Probox,Battery,Electrical,AutoGen_3,12942.22,27-10-24,Low voltage,Breakdown,39.85,1187.63,11362.25,37401.37
KBC 115A,Light vehicle,Landcruiser,Fuel Pump,Fuel System,JKT,3801.44,04-05-25,Low power,Corrective,83.68,400.59,26084.03,48791.61
KCC 532F,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_2,6762.59,23-02-25,Overheating,Corrective,25.84,994.04,28793.26,55231.95
KDD 902E,Light vehicle,Probox,Spark Plug,Ignition,JKT,13414.7,15-02-25,Low power,Breakdown,170.95,1525.99,10423.34,38439.22
KDB 724H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,4799.18,09-08-24,Engine noise,Breakdown,143.05,1548.01,29279.77,42228.41
KCA 813G,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11971.51,08-01-25,Overheating,Preventive,138.26,407.63,28258.78,49515.92
KAD 407G,Light vehicle,Probox,Radiator,Cooling System,AutoGen_3,5304.05,16-06-25,Overheating,Preventive,66.22,533.96,13309.07,30991.64
KAB 795B,Light vehicle,Landcruiser,Tyre,Wheels,JKT,2458.06,08-06-25,Puncture,Breakdown,83.5,1369.29,11901.63,27700.92
KBC 364A,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_3,6012.86,16-04-25,Low power,Preventive,71.87,1424.18,29044.63,50536.26
KCD 825A,Light vehicle,Landcruiser,Oil Filter,Engine,JKT,5044.54,26-10-24,Reduced engine performance,Emergency,38.12,624.14,19410.85,39716.44
KCD 282D,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_9,8260.36,08-07-24,Hydraulic issue,Preventive,181.31,683.53,15140.92,36415.25
KAB 948G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_3,9447.44,11-09-24,Hydraulic issue,Corrective,198.38,336.01,11177.57,35173.95
KCC 381H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,14023.86,04-02-25,Reduced engine performance,Emergency,183.36,1446.82,11533.94,40243.99
KCB 475B,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_4,2857.94,22-10-24,Low power,Emergency,191.6,566.19,6525.78,21290.14
KBC 236H,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_8,6244.44,21-04-25,Engine noise,Preventive,191.51,118.49,19890.57,45885.93
KCB 646B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,2551,21-11-24,Engine noise,Breakdown,46.11,1909.11,25862.58,37041.32
KAD 429H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_7,13943.33,24-01-25,Low power,Emergency,126.78,530.3,15857.48,41371.05
KCD 351D,Light vehicle,Probox,Tyre,Wheels,JKT,11461.28,22-03-25,Puncture,Preventive,98.63,746.63,9707.81,31143.96
KDD 910C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11688.2,06-06-25,Hydraulic issue,Breakdown,199.88,1064.89,14594.12,45315.57
KCD 348B,Light vehicle,Probox,Radiator,Cooling System,AutoGen_8,8821.22,02-03-25,Coolant leakage,Corrective,178.63,733.76,8914.94,29651.85
KCC 438G,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,14447.55,11-10-24,Clogged filter,Emergency,53.7,634.58,17139.29,37144.46
KAD 244H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_6,4076.17,07-12-24,Oil leakage,Corrective,179.88,1927.01,29323.43,43603.9
KDB 629F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_7,13522.53,20-08-24,Clogged filter,Preventive,66.81,481.32,24016.86,49729.09
KCB 706D,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_10,12780.75,19-01-25,Low pressure,Emergency,195,864.32,9222.93,31770.84
KAC 520G,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11398.43,25-02-25,Hydraulic issue,Breakdown,124.2,437.5,10599.22,38857.29
KAB 121A,Light vehicle,Probox,Oil Filter,Engine,JKT,7358.02,16-03-25,Reduced engine performance,Breakdown,130.82,688.09,25818.9,51208.87
KBC 210A,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_2,7582.85,15-10-24,Hydraulic issue,Preventive,40.48,521.43,21445.27,36902.23
KBD 230F,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_9,1768.12,25-12-24,Oil leakage,Corrective,121.61,1959.97,15200.61,25798.78
KCC 265F,Light vehicle,Probox,Tyre,Wheels,JKT,4914.36,16-01-25,New tyre,Breakdown,125.76,368.86,7858.81,20439.63
KCD 991D,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_9,6879.92,21-04-25,Battery issue,Preventive,152.64,1085.91,11267.18,36245.84
KAA 695B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_9,2232.08,18-06-25,Hydraulic issue,Corrective,137.04,1097.63,16065.88,25005.2
KCA 506A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_6,12232.45,28-11-24,Reduced engine performance,Preventive,42.69,650.13,21421.58,48418.95
KCC 981F,Light vehicle,Landcruiser,Spark Plug,Ignition,JKT,4385.68,11-04-25,Overheating,Preventive,17.92,441.66,9197.16,27917.58
KCB 887A,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,JKT,11964.93,25-02-25,Low pressure,Corrective,109.98,655.33,8687.71,34859.52
KCD 626H,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_10,6869.51,01-12-24,Hydraulic issue,Preventive,69.5,1360.34,24612.72,44079.51
KBC 112A,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_10,11197.81,22-07-24,Overcharging,Preventive,31.07,1734.5,20117.05,44155.52
KBD 389C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_8,9145.06,03-11-24,Reduced air intake,Breakdown,193.31,1656.73,27243.34,53888.8
KDA 640A,Light vehicle,Probox,Tyre,Wheels,JKT,14978.4,25-12-24,Puncture,Emergency,166.24,859.79,5564.74,36836.89
KCA 256A,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_5,12554.15,24-12-24,Oil leakage,Preventive,90.46,1907.46,26699.29,48128.12
KBB 491B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_1,4775.44,10-11-24,Overheating,Breakdown,184.68,1704.21,24355.26,40030.46
KCB 834E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,8243.68,26-02-25,Coolant leakage,Emergency,138.24,127.67,12409.39,32545.98
KAB 506G,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_4,13208.67,26-11-24,Low pressure,Corrective,149.93,213.85,6848.99,32299.23
KAB 480B,Light vehicle,Probox,Battery,Electrical,AutoGen_8,6632.88,28-12-24,Low voltage,Emergency,106.44,1909.68,22968.79,46136.57
KCA 153D,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,4528.95,13-07-24,Overheating,Corrective,154.62,1693.08,13534.93,26755.72
KCC 684A,Light vehicle,Probox,Radiator,Cooling System,AutoGen_6,10712.5,13-07-24,Coolant leakage,Breakdown,177.96,1006.91,28323.91,46626.8
KDC 506H,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,13302.48,15-11-24,Overheating,Preventive,154.52,1231.67,8751.51,32609.29
KDA 961A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,11066.57,13-11-24,Oil leakage,Breakdown,160.15,1404.99,22138.12,44574.15
KDB 361A,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,3811.32,12-09-24,Overheating,Breakdown,19.05,395.73,6297.56,29065.46
KDC 423H,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_10,7704.2,10-01-25,Engine noise,Corrective,131.63,1304.01,26098.31,43285.66
KBA 458F,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_6,4926.14,29-01-25,Won't start,Preventive,199.32,1646.83,11252.92,21563.03
KAC 394E,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_10,13172.2,13-10-24,Hydraulic issue,Corrective,128.53,1375.93,16552.43,38928.35
KCB 132F,Light vehicle,Landcruiser,Tyre,Wheels,JKT,13335.31,31-03-25,New tyre,Breakdown,85.56,287.82,18615.59,45662.22
KBC 150E,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_6,10120.68,17-04-25,Fluid leakage,Preventive,40.87,1215.91,8374.48,35380.67
KAA 196F,Light vehicle,Probox,Alternator,Electrical,AutoGen_4,5818,12-01-25,No power output,Preventive,63.52,1325.92,25342.66,47058.34
KBA 228E,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,14459.13,09-12-24,Reduced engine performance,Corrective,54.67,1180.32,28125.82,51862.88
KBA 668A,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,4157.73,16-02-25,Clogged filter,Emergency,45.73,239.45,7230.33,23047.57
KDA 690D,Light vehicle,Probox,Battery,Electrical,AutoGen_1,6808.34,18-10-24,Low voltage,Emergency,171.92,1197.89,9769.69,31192.2
KDC 736G,Light vehicle,Landcruiser,Oil Filter,Engine,JKT,1752.18,07-10-24,Reduced engine performance,Preventive,25.7,1469.36,6312.55,19707.53
