Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KTCC 213D,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_3,7169.57,08/27/2024,Overheating,Breakdown,309.32,1480.09,15056.86,41168.99,KTCA 100A,Minor Service
KTCB 303C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,7945.43,12/05/2025,New tyre,Emergency,615.81,1892.81,18346.87,34813.26,KTCA 100A,Minor Service
KTCA 351D,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,11401.89,09/21/2024,Tyre burst,Breakdown,317.02,1116.17,10692.88,32306.74,KTCA 100A,Minor Service
KTCC 864C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_10,3599.27,01/16/2025,Hydraulic issue,Breakdown,118.22,488.17,24238.93,43695.59,KTCA 100A,Minor Service
KTCB 391B,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,3835.82,12/01/2025,Tyre burst,Emergency,208.85,838.34,16747.77,30836.93,KTCA 100A,Minor Service
KTCA 989B,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_9,4556.77,04/19/2025,Oil leakage,Breakdown,49.19,210.56,15310.82,38930.26,KTCA 100A,Minor Service
KTCC 340D,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_5,4556.89,04/24/2025,No power output,Emergency,240.77,1034.32,18709.5,43200.66,KTCA 100A,Minor Service
KTCA 850A,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_5,9484.54,06/20/2024,No power output,Corrective,322.08,1554.35,13745.53,37449.55,KTCA 100A,Minor Service
KTCC 523F,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,14800.91,03/18/2025,New tyre,Breakdown,173.01,723.41,13484.59,37156.1,KTCA 100A,Minor Service
KTCA 369H,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,7561.25,11/09/2024,Electrical failure,Corrective,410.89,1696.5,7746.77,31056.1,KTCA 100A,Minor Service
KTCC 436H,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_9,8117.26,11/14/2024,Engine noise,Preventive,137.66,585.98,16091.28,41260.25,KTCA 100A,Major Service
KTCA 975C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_2,3905.27,04/13/2025,Low pressure,Preventive,156.52,732.28,8626.73,20604.59,KTCA 100A,Minor Service
KTCB 905F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_4,2737.33,07/31/2024,Hydraulic issue,Preventive,285.26,1176.69,28352.34,39873.96,KTCA 100A,Minor Service
KTCA 748C,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_5,12695.8,03/09/2024,Overheating,Corrective,111.48,373.56,15447.21,39260.16,KTCA 100A,Minor Service
KTCB 975H,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_6,7150.51,12/31/2024,Low pressure,Emergency,146.73,715.06,13820.54,39031.74,KTCA 100A,Minor Service
KTCB 945F,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_2,11557.82,03/28/2025,No power output,Corrective,455.08,1799.82,5429.13,31331.2,KTCA 100A,Minor Service
KTCA 448D,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_6,11782.82,04/11/2024,Engine noise,Emergency,261.54,964.36,10514.78,29384.82,KTCA 100A,Major Service
KTCB 571D,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_3,8920.97,04/11/2024,Electrical failure,Preventive,469.87,1942.12,19356.47,39536.39,KTCA 100A,Minor Service
KTCC 478C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,JKT,1856.02,04/01/2025,Fluid leakage,Breakdown,397.97,1958.27,19484.41,31722.36,KTCA 100A,Minor Service
KTCC 191C,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_7,14695.26,07/13/2024,Clogged filter,Preventive,368.48,1270.38,22855.07,55561.12,KTCA 100A,Minor Service
KTCA 241E,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_3,8960.42,12/31/2024,Hydraulic issue,Breakdown,155.24,763.98,22319.69,45799.1,KTCA 100A,Minor Service
KTCB 127D,Tractor,WINCH VALTRA,Battery,Electrical,JKT,12566.35,09/05/2025,Low voltage,Breakdown,436.66,1493.23,5522.18,24368.16,KTCA 100A,Minor Service
KTCB 862B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_10,2973.09,06/09/2024,Low power,Emergency,167.43,694.3,28063.05,43716.26,KTCA 100A,Minor Service
KTCC 698C,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_5,5228.16,09/21/2024,Reduced air intake,Corrective,33.8,140.03,16023.57,30088.43,KTCA 100A,Minor Service
KTCA 530A,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,12395.84,12/04/2025,New tyre,Corrective,111.54,402.75,8706.48,40134.32,KTCA 100A,Minor Service
KTCA 396C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,5164.52,01/25/2025,Tyre burst,Emergency,33.59,162.9,9280.85,34298.62,KTCA 100A,Minor Service
KTCA 255G,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_3,4628.7,02/27/2025,Overcharging,Breakdown,466.53,1468.29,12968.28,24918.68,KTCA 100A,Minor Service
KTCA 780F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_10,5919.68,07/13/2024,Engine noise,Preventive,79.71,267.22,10586.1,25752.13,KTCA 100A,Major Service
KTCB 546H,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_7,2164.65,01/20/2025,Hydraulic issue,Preventive,356.33,1650.03,19465.23,36911.17,KTCA 100A,Minor Service
KTCA 398C,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_4,7551.19,10/08/2024,Overheating,Preventive,124.83,495.88,28639.55,45666.3,KTCA 100A,Minor Service
KTCC 416F,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_2,6526.8,03/06/2025,Reduced engine performance,Preventive,225.17,845.92,28928.8,45981.33,KTCA 100A,Major Service
KTCB 221A,Tractor,WINCH VALTRA,Alternator,Electrical,JKT,13052.66,08/07/2024,Electrical failure,Emergency,168.53,512.07,10133.08,38550.8,KTCA 100A,Minor Service
KTCB 330H,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_1,4057.56,10/31/2024,Clogged filter,Breakdown,46.4,214.8,10265.41,33592.74,KTCA 100A,Minor Service
KTCC 549E,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_7,9910.07,12/29/2024,Hydraulic issue,Preventive,157.47,651.45,11956.09,35287.19,KTCA 100A,Minor Service
KTCB 946D,Tractor,WINCH VALTRA,Oil Filter,Engine,JKT,9186.68,06/20/2024,Reduced engine performance,Breakdown,83.21,327.96,14690.74,36057.49,KTCA 100A,Major Service
KTCA 389F,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,4493.05,10/24/2024,Tyre burst,Breakdown,386.4,1713.04,25792.72,39429.03,KTCA 100A,Minor Service
KTCA 481D,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,7082.49,09/19/2024,Puncture,Breakdown,274.35,1076.04,8580.73,34631.76,KTCA 100A,Minor Service
KTCC 385D,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_9,14758.6,11/05/2025,Low power,Breakdown,274.35,922.84,11284.91,36539.27,KTCA 100A,Minor Service
KTCC 167F,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_5,1803.12,07/15/2024,Low pressure,Preventive,449.83,1512.35,27479.59,42620.97,KTCA 100A,Minor Service
KTCB 369F,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_5,12864.8,01/29/2025,Reduced engine performance,Preventive,432.7,1861.64,22974.96,47856.37,KTCA 100A,Major Service
KTCC 165C,Tractor,WINCH VALTRA,Battery,Electrical,JKT,5774.57,01/25/2025,Won't start,Preventive,194.67,778.83,17828.08,38255.58,KTCA 100A,Minor Service
KTCB 784G,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_2,2205.87,05/17/2025,Low power,Corrective,82.62,380.11,12068.97,26414.51,KTCA 100A,Minor Service
KTCC 246G,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_8,5353.9,11/17/2024,Reduced air intake,Breakdown,43.98,161.79,8157.13,20766.09,KTCA 100A,Minor Service
KTCC 342A,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_9,5609.88,07/09/2024,Engine noise,Emergency,357.82,1536.3,20486.43,32765.59,KTCA 100A,Major Service
KTCA 752E,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_2,9788.74,04/09/2024,Low pressure,Breakdown,247.52,1155.83,26810.0,48103.09,KTCA 100A,Minor Service
KTCC 356B,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_1,9952.72,11/25/2024,Reduced air intake,Emergency,117.62,577.1,23177.94,43947.4,KTCA 100A,Minor Service
KTCB 862A,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_6,5780.49,08/18/2024,Overcharging,Preventive,232.26,1099.44,15915.71,29924.69,KTCA 100A,Minor Service
KTCB 172D,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,12798.76,01/21/2025,Overheating,Preventive,488.44,1915.93,9846.34,34057.42,KTCA 100A,Minor Service
KTCB 588A,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_7,7704.55,06/14/2025,Low voltage,Breakdown,242.32,1196.59,20273.31,44275.9,KTCA 100A,Minor Service
KTCB 835G,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_5,6693.16,12/05/2025,Low pressure,Corrective,299.97,939.14,23370.23,46636.04,KTCA 100A,Minor Service
KTCC 364H,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_6,9916.04,10/23/2024,Coolant leakage,Emergency,336.0,1190.09,26595.83,42500.94,KTCA 100A,Minor Service
KTCA 167B,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,9563.1,08/31/2024,New tyre,Breakdown,97.48,316.46,7477.07,27218.45,KTCA 100A,Minor Service
KTCA 248A,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_9,9846.53,10/08/2024,Fluid leakage,Breakdown,395.98,1442.82,22295.88,43705.4,KTCA 100A,Minor Service
KTCC 571C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_5,4461.05,02/06/2025,Fluid leakage,Preventive,351.79,1632.18,11540.62,23851.73,KTCA 100A,Minor Service
KTCB 435G,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_7,8268.91,01/13/2025,Battery issue,Breakdown,349.77,1070.23,10038.44,32985.4,KTCA 100A,Minor Service
KTCC 431D,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_6,12065.9,04/06/2025,Fluid leakage,Corrective,530.93,1606.15,12678.17,44180.34,KTCA 100A,Minor Service
KTCA 876A,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,12321.47,03/06/2025,Hydraulic issue,Emergency,135.81,562.31,25156.53,50436.2,KTCA 100A,Minor Service
KTCA 868G,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_6,12629.88,07/19/2024,Hydraulic issue,Emergency,157.77,715.17,12267.54,32288.13,KTCA 100A,Minor Service
KTCA 571F,Tractor,WINCH VALTRA,Air Filter,Air Intake,JKT,13931.5,02/11/2024,Reduced air intake,Breakdown,509.42,1641.32,18971.81,38288.1,KTCA 100A,Minor Service
KTCB 863F,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_7,13665.22,05/26/2025,Engine noise,Corrective,88.4,413.21,26137.17,56680.69,KTCA 100A,Major Service
KTCC 622A,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,JKT,2718.32,07/25/2024,Engine noise,Emergency,471.22,1716.58,24247.08,44050.15,KTCA 100A,Major Service
KTCC 412E,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_10,7063.99,07/28/2024,Clogged filter,Corrective,478.94,1491.21,6620.83,32147.45,KTCA 100A,Minor Service
KTCB 184H,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_10,9494.01,11/15/2024,Overheating,Breakdown,187.37,706.37,28803.15,43891.1,KTCA 100A,Minor Service
KTCA 904C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_6,14796.81,03/02/2025,Hydraulic issue,Breakdown,147.81,443.5,15026.51,48231.38,KTCA 100A,Minor Service
KTCC 551G,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,3453.85,06/18/2024,New tyre,Emergency,191.09,916.26,10770.05,23773.69,KTCA 100A,Minor Service
KTCA 335H,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_9,3520.22,04/03/2025,Low pressure,Preventive,319.05,1563.91,13960.19,32808.52,KTCA 100A,Minor Service
KTCC 684B,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_2,7674.69,10/18/2024,Hydraulic issue,Breakdown,220.03,677.11,14735.59,35844.34,KTCA 100A,Minor Service
KTCA 976A,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_2,1505.65,09/19/2024,Oil leakage,Corrective,296.93,1388.42,24811.61,36388.47,KTCA 100A,Minor Service
KTCB 233D,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_5,7211.13,03/14/2025,Low voltage,Preventive,57.52,284.74,28088.58,45137.77,KTCA 100A,Minor Service
KTCB 370C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,14176.66,05/30/2025,New tyre,Emergency,42.71,194.54,17244.26,50538.1,KTCA 100A,Minor Service
KTCB 541A,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_7,5651.34,01/12/2024,Low voltage,Corrective,399.77,1966.96,11863.99,31182.03,KTCA 100A,Minor Service
KTCB 892E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_6,10388.4,02/05/2025,Oil leakage,Corrective,567.78,1898.65,10320.61,26381.82,KTCA 100A,Minor Service
KTCA 928C,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_2,14985.13,09/23/2024,No power output,Breakdown,42.59,157.98,18423.19,41366.74,KTCA 100A,Minor Service
KTCC 878A,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_6,6105.89,04/22/2025,Overheating,Emergency,57.83,228.06,5658.52,28282.18,KTCA 100A,Minor Service
KTCA 796F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_8,11752.71,10/28/2024,Engine noise,Preventive,111.13,515.7,15258.06,34122.16,KTCA 100A,Major Service
KTCC 334G,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_1,13990.5,09/06/2025,Low pressure,Breakdown,558.84,1740.49,19273.09,51032.8,KTCA 100A,Minor Service
KTCB 363A,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_2,2334.4,08/19/2024,Oil leakage,Emergency,55.51,276.57,11585.3,23163.51,KTCA 100A,Minor Service
KTCC 405D,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_4,7387.06,08/05/2025,Reduced engine performance,Corrective,82.06,403.74,29650.87,53486.38,KTCA 100A,Major Service
KTCC 449F,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_5,6942.37,03/15/2025,Overheating,Breakdown,222.1,1064.96,7946.58,24241.38,KTCA 100A,Minor Service
KTCB 585C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,9851.23,09/01/2025,Tyre burst,Corrective,145.69,602.87,17968.93,34032.97,KTCA 100A,Minor Service
KTCA 144C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,5892.58,03/09/2024,Tyre burst,Corrective,341.53,1315.4,22238.48,40727.54,KTCA 100A,Minor Service
KTCB 141C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,9637.04,10/28/2024,New tyre,Preventive,126.24,556.18,17137.67,38017.59,KTCA 100A,Minor Service
KTCC 343F,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_10,10721.28,07/27/2024,Won't start,Preventive,271.92,1064.38,10363.19,31746.03,KTCA 100A,Minor Service
KTCB 762C,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_7,7601.42,12/12/2024,Overheating,Emergency,142.56,686.91,20316.46,47632.15,KTCA 100A,Minor Service
KTCC 662G,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_10,12136.22,12/27/2024,Overheating,Preventive,397.19,1486.25,25890.84,47156.27,KTCA 100A,Minor Service
KTCB 384B,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_10,5058.57,08/10/2024,Electrical failure,Corrective,151.7,602.96,26820.33,38389.3,KTCA 100A,Minor Service
KTCA 714F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_1,1668.05,08/22/2024,Engine noise,Emergency,52.01,186.97,19929.31,41035.16,KTCA 100A,Major Service
KTCC 285C,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_4,3493.12,11/06/2025,Battery issue,Preventive,52.03,167.57,11850.26,23175.29,KTCA 100A,Minor Service
KTCC 324C,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_7,10192.08,11/06/2025,Oil leakage,Breakdown,185.13,611.64,25820.34,44526.15,KTCA 100A,Minor Service
KTCB 108A,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,8181.73,05/12/2024,Puncture,Preventive,368.11,1689.43,6606.77,26216.09,KTCA 100A,Minor Service
KTCA 975C,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_3,5004.35,05/27/2025,Overheating,Breakdown,204.91,844.06,23814.26,47874.43,KTCA 100A,Minor Service
KTCC 255D,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_2,14647.76,04/04/2025,Overheating,Emergency,102.47,377.11,25459.89,45273.69,KTCA 100A,Minor Service
KTCC 800B,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_2,8037.03,09/09/2024,Overheating,Corrective,199.24,864.55,25745.23,47290.73,KTCA 100A,Minor Service
KTCA 604F,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,3104.96,12/07/2024,Tyre burst,Corrective,286.86,1338.06,24864.72,36538.8,KTCA 100A,Minor Service
KTCC 670D,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_3,7296.12,05/10/2024,Hydraulic issue,Breakdown,582.04,1832.48,11737.01,35000.85,KTCA 100A,Minor Service
KTCA 574G,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_4,8212.97,12/31/2024,Overheating,Corrective,414.26,1809.37,17159.72,32308.98,KTCA 100A,Minor Service
KTCA 503C,Tractor,WINCH VALTRA,Battery,Electrical,JKT,10399.8,10/18/2024,Battery issue,Preventive,168.65,839.0,25626.07,41666.2,KTCA 100A,Minor Service
KTCB 492F,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_5,6689.44,02/04/2025,Reduced air intake,Preventive,170.61,712.43,11279.81,32766.46,KTCA 100A,Minor Service
KTCB 587G,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_7,4876.67,06/24/2024,Coolant leakage,Corrective,160.77,500.74,27882.44,44128.13,KTCA 100A,Minor Service
KTCB 107A,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,6753.15,07/06/2025,New tyre,Preventive,317.34,1532.37,24199.33,38140.9,KTCA 100A,Minor Service
KTCB 406F,Tractor,WINCH VALTRA,Brake Pads,Braking System,JKT,14721.83,10/12/2024,Hydraulic issue,Breakdown,520.04,1955.28,6636.79,27872.41,KTCA 100A,Minor Service
KTCC 675H,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_4,11139.07,07/28/2024,Low power,Corrective,38.19,133.54,18992.96,40070.46,KTCA 100A,Minor Service
KTCB 832E,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_10,6124.9,08/11/2024,Hydraulic issue,Emergency,237.18,960.98,28423.28,42185.18,KTCA 100A,Minor Service
KTCB 613F,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_6,9046.39,10/12/2024,Hydraulic issue,Emergency,316.38,951.59,27700.52,44971.18,KTCA 100A,Minor Service
KTCA 658C,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_1,4043.45,10/04/2025,No power output,Breakdown,496.2,1875.88,20518.31,40537.38,KTCA 100A,Minor Service
KTCA 296B,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_2,7111.78,04/16/2025,Fluid leakage,Preventive,128.56,562.29,26124.84,41148.69,KTCA 100A,Minor Service
KTCB 824B,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_10,8233.04,10/14/2024,Hydraulic issue,Corrective,131.78,441.74,16066.0,32195.57,KTCA 100A,Minor Service
KTCA 682A,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_2,13376.03,10/26/2024,Hydraulic issue,Corrective,182.66,796.1,29127.23,51215.55,KTCA 100A,Minor Service
KTCB 635H,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_8,11837.79,11/02/2025,Hydraulic issue,Preventive,251.83,1007.99,10118.52,29334.49,KTCA 100A,Minor Service
KTCB 252D,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_1,9843.86,06/13/2025,Engine noise,Preventive,276.23,1274.12,28905.53,44754.76,KTCA 100A,Major Service
KTCA 309E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_7,3515.55,11/13/2024,Reduced engine performance,Emergency,28.56,129.12,29657.68,42608.22,KTCA 100A,Major Service
KTCC 122B,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,12609.95,12/07/2024,No power output,Preventive,432.16,1414.43,29605.8,53782.13,KTCA 100A,Minor Service
KTCA 200E,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_10,9378.69,04/17/2025,Low pressure,Breakdown,252.83,866.11,5898.74,30429.53,KTCA 100A,Minor Service
KTCB 125B,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_5,11242.69,11/27/2024,Low power,Corrective,92.85,445.04,23143.48,43509.86,KTCA 100A,Minor Service
KTCA 786G,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_4,11519.31,01/28/2025,Engine noise,Emergency,48.55,209.57,29472.27,59106.75,KTCA 100A,Major Service
KTCB 448A,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_6,7841.32,03/29/2025,Low power,Corrective,375.79,1572.39,24236.45,40231.37,KTCA 100A,Minor Service
KTCC 561C,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_1,2929.14,08/21/2024,Reduced engine performance,Corrective,451.55,1376.09,29978.56,51400.51,KTCA 100A,Major Service
KTCA 766D,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_2,3984.87,04/28/2025,Overheating,Breakdown,309.25,940.72,15284.69,28238.62,KTCA 100A,Minor Service
KTCA 696G,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_1,3506.5,09/02/2025,Engine noise,Corrective,491.84,1552.27,23608.85,39481.98,KTCA 100A,Major Service
KTCA 539E,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_2,5655.58,12/17/2024,No power output,Corrective,357.11,1142.25,28284.15,44127.48,KTCA 100A,Minor Service
KTCA 917E,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_5,3785.02,05/02/2025,Reduced air intake,Emergency,326.71,1340.68,15312.06,24097.84,KTCA 100A,Minor Service
KTCB 228F,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_7,14433.45,08/14/2024,Engine noise,Breakdown,515.04,1663.76,27078.2,53598.58,KTCA 100A,Major Service
KTCB 258B,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,7267.64,09/22/2024,Tyre burst,Emergency,493.59,1738.66,13052.73,34683.91,KTCA 100A,Minor Service
KTCB 171C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_2,5019.41,10/12/2024,Overheating,Preventive,288.74,983.43,19425.35,38603.88,KTCA 100A,Minor Service
KTCB 175A,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_4,10844.26,08/17/2024,Engine noise,Corrective,314.79,1383.76,23259.44,39147.53,KTCA 100A,Major Service
KTCB 194D,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,9286.04,09/20/2024,Puncture,Emergency,292.79,1390.25,15476.05,31826.39,KTCA 100A,Minor Service
KTCC 128C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_7,9014.22,02/19/2025,Fluid leakage,Emergency,103.57,515.13,19117.67,40772.88,KTCA 100A,Minor Service
KTCA 335E,Tractor,WINCH VALTRA,Radiator,Cooling System,JKT,7332.66,06/07/2024,Overheating,Preventive,40.24,182.01,9334.18,27701.13,KTCA 100A,Minor Service
KTCA 728A,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_1,2376.18,03/24/2025,Overheating,Emergency,399.06,1787.88,29135.31,45862.27,KTCA 100A,Minor Service
KTCA 233A,Tractor,WINCH VALTRA,Oil Filter,Engine,JKT,9831.19,09/04/2025,Reduced engine performance,Preventive,337.85,1442.29,10092.64,26412.07,KTCA 100A,Major Service
KTCB 317E,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_2,6488.86,05/27/2025,Coolant leakage,Corrective,58.74,218.16,18820.72,42432.73,KTCA 100A,Minor Service
KTCA 402D,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,10826.94,11/30/2024,Tyre burst,Emergency,86.86,313.67,6459.42,34554.28,KTCA 100A,Minor Service
KTCC 598E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_6,5301.07,08/25/2024,Oil leakage,Preventive,298.24,1186.03,28022.36,46046.06,KTCA 100A,Minor Service
KTCB 903E,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,13942.71,10/17/2024,Electrical failure,Breakdown,245.76,866.09,21132.41,42915.56,KTCA 100A,Minor Service
KTCB 899F,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,8008.64,07/31/2024,Hydraulic issue,Emergency,149.82,592.63,11082.26,29957.48,KTCA 100A,Minor Service
KTCC 557E,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_10,2194.91,05/15/2025,Engine noise,Preventive,267.27,899.43,6278.54,13756.94,KTCA 100A,Major Service
KTCA 576A,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_3,7687.36,08/29/2024,Overheating,Breakdown,75.44,277.35,24193.38,51169.1,KTCA 100A,Minor Service
KTCB 347H,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_1,1820.87,04/02/2025,Reduced engine performance,Breakdown,550.79,1811.98,7496.39,17510.5,KTCA 100A,Major Service
KTCA 378E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_6,12490.24,03/17/2025,Reduced engine performance,Corrective,215.79,661.06,25746.3,49796.42,KTCA 100A,Major Service
KTCB 535G,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,JKT,8775.95,11/15/2024,Low power,Preventive,312.86,1216.73,26077.71,40560.26,KTCA 100A,Minor Service
KTCC 599F,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_3,11938.71,05/07/2024,Engine noise,Emergency,482.81,1913.28,13273.51,34044.78,KTCA 100A,Major Service
